Project Name;Project Description;Project Definition;Activity Description;Activity Name;Posted time (h);Comment
2WAA070477;Carpentras;Project management;General Project Management;2.1.1.01;1;Optimax Carpentras - project status with customer.
2WAA071891;Sara Kulturhus 2024;Project management;General Project Management;00;1;Up-date Planisware.
2WAA071891;Sara Kulturhus 2024;Project management;General Project Management;00;1;Fixing February Timesheet for Jan Talavasek.
2WAA071891;Sara Kulturhus 2024;Project management;General Project Management;00;1;Invoicing Request # 20 (January 2024).
2WAA071891;Sara Kulturhus 2024;Project management;General Project Management;00;1;Recording PO 4575306125 into CRM.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;Fixing February Timesheet for Jan Bitta. NORRD reporting.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;NORRD reporting.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Ticket 45511 Adding WP-12081.04 to project PRJ-12081 (FKEENRD24-W001).
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Adding Adam Johann Luzar into PLW.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool review with Jiri Simsalek.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool - Sprint Overview.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Planisware up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Planisware up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;"HPP Sizing Tool - Sprint Overview.
NORRD up-date."
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;Rebilling Ecloud invoice.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Rebilling Ecloud invoice.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool - Sprint Overview.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Planisware up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool - Sprint Overview.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool Update with Adam Luzar.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;NORRD workpackage preparation.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;NORRD reporting  4/2024.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Planisware up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool - Sprint Overview.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;NORRD reporting  5/2024.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Adding Richard Paprok into Planisware.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Rebilling Q2.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;NORRD reporting  6/2024.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool Team Sync.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Planisware up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool Team Sync.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;2;HPP Sizing Tool - Sprint Overview. Planisware up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Planisware up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool Team Sync.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Planisware up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool Team Sync.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool Team Sync.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool - Sprint Overview.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Planisware up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool - Sprint Overview.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Planisware up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Planisware up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool Team Sync.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool Team Sync.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;HPP Sizing Tool - Sprint Overview. NORRD project up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Planisware up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Planisware up-date.
2WAA072034;OPTIMAX APPS&MODELS CZ 2024 WP-12081.04;Engineering;Engineering;2.1.2.03;1;Cloud rebilling.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;2;Kick-off Accenture & ABB.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;PLW Structure preparation.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;PLW Structure preparation.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;PLW Structure preparation.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;"PLW up-date.
Create folder on Share Drive."
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Engineering hours review with Lead Engineer.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Planisware up-date.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Planisware up-date - recording planned hours.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview. Planisware up-date.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Planisware up-date.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Review of timing from Remco.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;"Shell ETCA - progress so far and moving forward - internal meeting.
Timing review."
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;2;Meeting with Lead Engineer. Digital project overview. Shell ETCA - progress so far and future approach.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Planisware up-date.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Planisware up-date (new distribution of engineering hours).
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Planisware up-date.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Planisware up-date.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Planisware up-date.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview. Project Portfolio reporting.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer. Digital project overview. Project Portfolio reporting.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer.
2WAA072036;Shell ETCA EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Meeting with Lead Engineer.
2WAA072096;Optimax 6.3 upgrade;Project management;General Project Management;2.2.2.1.01;1;Up-date Planisware.
2WAA072096;Optimax 6.3 upgrade;Project management;General Project Management;2.2.2.1.01;2;Clarification between projects Optimax Demo (FKEENRD24-W001) and Optimax 6.3 Upgrade (FKEENDE24-W001). Review with Lead Engineer.
2WAA072096;Optimax 6.3 upgrade;Project management;General Project Management;2.2.2.1.01;1;PLW up-date.
2WAA072096;Optimax 6.3 upgrade;Project management;General Project Management;2.2.2.1.01;1;PLW up-date.
2WAA072096;Optimax 6.3 upgrade;Project management;General Project Management;2.2.2.1.01;1;Planisware up-date.
2WAA072096;Optimax 6.3 upgrade;Project management;General Project Management;2.2.2.1.01;1;Planisware up-date.
2WAA072096;Optimax 6.3 upgrade;Project management;General Project Management;2.2.2.1.01;1;Planisware up-date.
2WAA072096;Optimax 6.3 upgrade;Project management;General Project Management;2.2.2.1.01;1;Planisware up-date.
2WAA073102;Energy Efficiency module GTB EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Planisware up-date.
2WAA073102;Energy Efficiency module GTB EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Purchase Order clarification.
2WAA073102;Energy Efficiency module GTB EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Purchase Order clarification.
2WAA073102;Energy Efficiency module GTB EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;Project up-date in Planisware.
2WAA073102;Energy Efficiency module GTB EMS Optimax;Project management;Int. Communicatin;2.2.2.1.06;1;C14332 RENNES METROPOLE BMS: kick-off.
2WAA073701;Optimax Support Switzerland 2024;Project management;General Project Management;2.1.1.01;2;Planisware project creation. Engineering hours recording.
2WAA073701;Optimax Support Switzerland 2024;Project management;General Project Management;2.1.1.01;1;Planisware up-date.
2WAA074018;Biocat Roslev Optimax;Project management;General Project Management;2.2.2.1.01;2;Planisware project creation. Engineering hours recording. PO 4500604967 processing.
2WAA074018;Biocat Roslev Optimax;Project management;General Project Management;2.2.2.1.01;1;Planisware up-date.
2WAA074018;Biocat Roslev Optimax;Project management;General Project Management;2.2.2.1.01;1;Planisware up-date.
2WAA074018;Biocat Roslev Optimax;Project management;General Project Management;2.2.2.1.01;1;Planisware up-date.
2WAA074018;Biocat Roslev Optimax;Project management;General Project Management;2.2.2.1.01;1;Planisware up-date.
2WAA074018;Biocat Roslev Optimax;Project management;General Project Management;2.2.2.1.01;1;Planisware up-date.
2WAA074018;Biocat Roslev Optimax;Project management;General Project Management;2.2.2.1.01;1;Planisware up-date.
2WAA074018;Biocat Roslev Optimax;Project management;General Project Management;2.2.2.1.01;1;Planisware up-date. Handover preparation.
2WAA074018;Biocat Roslev Optimax;Project management;General Project Management;2.2.2.1.01;1;Handover document review.
2WAA074018;Biocat Roslev Optimax;Project management;General Project Management;2.2.2.1.01;1;Handover document review.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Creating project in Planisware.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Recording PO # 4511966967 into system.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA074259;Gasum Loiste;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA075256;Senatobia Extension OPTIMAX;Project management;General Project Management;2.2.2.1.01;1;Project creation in Planisware.
2WAA075256;Senatobia Extension OPTIMAX;Project management;General Project Management;2.2.2.1.01;1;Planisware - project up-date (adding resources).
2WAA075256;Senatobia Extension OPTIMAX;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA075256;Senatobia Extension OPTIMAX;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA075256;Senatobia Extension OPTIMAX;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA075256;Senatobia Extension OPTIMAX;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA075256;Senatobia Extension OPTIMAX;Project management;General Project Management;2.2.2.1.01;1;Invoice 91477896 handling.
2WAA075284;H2 Regio Berkheim;Project management;General Project Management;2.2.2.1.01;2;Project creation in Planisware. Engineering hours recording into PLW. Purchase order recording into system.
2WAA075284;H2 Regio Berkheim;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA075284;H2 Regio Berkheim;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA075284;H2 Regio Berkheim;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA075284;H2 Regio Berkheim;Project management;General Project Management;2.2.2.1.01;1;Project up-date in Planisware.
2WAA076225;Camp del Din;Project management;Int. Communication;2.2.2.1.06;1;PLW project creation
2WAA076225;Camp del Din;Project management;Int. Communication;2.2.2.1.06;1;Project creation.
2WAA064049;ADNOC OPTIMAX Pilot;Engineering;COMMISSIONING;07;6;Customer feedback implementation
2WAA064049;ADNOC OPTIMAX Pilot;Engineering;Communication;02;2;Project meeting, testing
2WAA064049;ADNOC OPTIMAX Pilot;Engineering;Communication;02;2;Meeting preparation and meeting
2WAA064049;ADNOC OPTIMAX Pilot;Engineering;Communication;02;1;Project partners communication
2WAA064049;ADNOC OPTIMAX Pilot;Engineering;customer feedback implementation;13;2;Meeting with customer
2WAA064049;ADNOC OPTIMAX Pilot;Engineering;Engineering;03;2;Optimizer upgrade
2WAA064049;ADNOC OPTIMAX Pilot;Engineering;Engineering;03;2;Dashboard upgrades
2WAA064049;ADNOC OPTIMAX Pilot;Engineering;Engineering;03;4;Optimizer debugging and upgrades
2WAA064049;ADNOC OPTIMAX Pilot;Engineering;Engineering;03;4;Optimizer debugging and upgrades
2WAA068585;Ene vision;Engineering;Development;2.1.2.04;4;Debugging and upgrades
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;8;Optimizer settings, data management
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;8;Optimizer settings, data management
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;8;Optimizer settings, data management
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;8;Optimizer settings, data management
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;8;Optimizer settings, data management
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;8;Optimizer settings, data management
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;8;Optimizer settings, data management
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;8;Optimizer settings, data management
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;8;Optimizer settings, data management
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;8;
2WAA068585;Ene vision;Engineering;Optimax Engineering;2.1.2.05;8;FAT/SAT preparation
